"Participant","Group_L1","Group_Age","WASI.Vocab.Scaled.Score","L1RTMean_Liv_NonLiv","L2RTMean_Liv_NonLiv","RT_Ratio_En_Fr_Liv_NonLiv","TRIAL_LABEL","set","word_heard","displayR","prop_phondiv_T_ED","prop_phondiv_T_FD","Click.RT"
1,"F","Y",14,771.4222,780.4891,1.01175348596398,24,19,"T","ND",0.470512821,0.497435897,1491
1,"F","Y",14,771.4222,780.4891,1.01175348596398,76,2,"C","zFD",0.380519481,0.337662338,925
1,"F","Y",14,771.4222,780.4891,1.01175348596398,5,17,"T","zED",0.341517857,0.424107143,1294
1,"F","Y",14,771.4222,780.4891,1.01175348596398,20,16,"T","zED",0.417227456,0.390309556,954
1,"F","Y",14,771.4222,780.4891,1.01175348596398,45,17,"T","ND",0.341517857,0.424107143,1297
1,"F","Y",14,771.4222,780.4891,1.01175348596398,125,17,"C","ND",0.341517857,0.424107143,1005
1,"F","Y",14,771.4222,780.4891,1.01175348596398,160,16,"T","zFD",0.417227456,0.390309556,968
1,"F","Y",14,771.4222,780.4891,1.01175348596398,25,17,"C","zEFD",0.341517857,0.424107143,910
1,"F","Y",14,771.4222,780.4891,1.01175348596398,56,2,"T","zEFD",0.380519481,0.337662338,1179
1,"F","Y",14,771.4222,780.4891,1.01175348596398,140,16,"T","ND",0.417227456,0.390309556,1318
1,"F","Y",14,771.4222,780.4891,1.01175348596398,44,19,"T","zEFD",0.470512821,0.497435897,1367
1,"F","Y",14,771.4222,780.4891,1.01175348596398,163,18,"T","zED",0.56969697,0.454545455,1173
1,"F","Y",14,771.4222,780.4891,1.01175348596398,65,17,"C","zFD",0.341517857,0.424107143,1029
1,"F","Y",14,771.4222,780.4891,1.01175348596398,59,7,"C","zFD",0.360759494,0.360759494,1015
1,"F","Y",14,771.4222,780.4891,1.01175348596398,105,17,"T","zEFD",0.341517857,0.424107143,1133
1,"F","Y",14,771.4222,780.4891,1.01175348596398,64,19,"T","zED",0.470512821,0.497435897,1296
1,"F","Y",14,771.4222,780.4891,1.01175348596398,83,18,"C","zED",0.56969697,0.454545455,1204
1,"F","Y",14,771.4222,780.4891,1.01175348596398,142,4,"C","ND",0.307228916,0.303614458,1116
1,"F","Y",14,771.4222,780.4891,1.01175348596398,120,16,"T","zEFD",0.417227456,0.390309556,895
1,"F","Y",14,771.4222,780.4891,1.01175348596398,100,16,"C","zED",0.417227456,0.390309556,850
1,"F","Y",14,771.4222,780.4891,1.01175348596398,60,16,"C","ND",0.417227456,0.390309556,1079
1,"F","Y",14,771.4222,780.4891,1.01175348596398,75,5,"C","zFD",0.294520548,0.294520548,1079
1,"F","Y",14,771.4222,780.4891,1.01175348596398,95,5,"C","zEFD",0.294520548,0.294520548,985
1,"F","Y",14,771.4222,780.4891,1.01175348596398,115,5,"T","zED",0.294520548,0.294520548,1038
1,"F","Y",14,771.4222,780.4891,1.01175348596398,14,1,"C","zEFD",0.242682927,0.280487805,1029
1,"F","Y",14,771.4222,780.4891,1.01175348596398,96,2,"T","ND",0.380519481,0.337662338,1015
1,"F","Y",14,771.4222,780.4891,1.01175348596398,84,19,"C","zFD",0.470512821,0.497435897,872
1,"F","Y",14,771.4222,780.4891,1.01175348596398,104,19,"C","ND",0.470512821,0.497435897,783
1,"F","Y",14,771.4222,780.4891,1.01175348596398,54,1,"T","ND",0.242682927,0.280487805,1030
1,"F","Y",14,771.4222,780.4891,1.01175348596398,145,17,"T","zFD",0.341517857,0.424107143,1120
1,"F","Y",14,771.4222,780.4891,1.01175348596398,23,18,"T","zFD",0.56969697,0.454545455,1227
1,"F","Y",14,771.4222,780.4891,1.01175348596398,103,18,"C","zFD",0.56969697,0.454545455,1076
1,"F","Y",14,771.4222,780.4891,1.01175348596398,123,18,"C","ND",0.56969697,0.454545455,858
1,"F","Y",14,771.4222,780.4891,1.01175348596398,143,18,"C","zEFD",0.56969697,0.454545455,1091
1,"F","Y",14,771.4222,780.4891,1.01175348596398,36,2,"C","zED",0.380519481,0.337662338,1029
1,"F","Y",14,771.4222,780.4891,1.01175348596398,138,12,"T","ND",0.636363636,0.515970516,1012
1,"F","Y",14,771.4222,780.4891,1.01175348596398,158,12,"T","zFD",0.636363636,0.515970516,1039
1,"F","Y",14,771.4222,780.4891,1.01175348596398,79,7,"C","ND",0.360759494,0.360759494,963
1,"F","Y",14,771.4222,780.4891,1.01175348596398,128,20,"C","zFD",0.473684211,0.486215539,1247
1,"F","Y",14,771.4222,780.4891,1.01175348596398,148,20,"T","zED",0.473684211,0.486215539,1136
1,"F","Y",14,771.4222,780.4891,1.01175348596398,62,4,"T","ND",0.307228916,0.303614458,1292
1,"F","Y",14,771.4222,780.4891,1.01175348596398,124,19,"C","zEFD",0.470512821,0.497435897,714
1,"F","Y",14,771.4222,780.4891,1.01175348596398,144,19,"C","zED",0.470512821,0.497435897,1061
1,"F","Y",14,771.4222,780.4891,1.01175348596398,164,19,"T","zFD",0.470512821,0.497435897,1372
1,"F","Y",14,771.4222,780.4891,1.01175348596398,8,20,"C","ND",0.473684211,0.486215539,915
1,"F","Y",14,771.4222,780.4891,1.01175348596398,109,15,"C","zED",0.478571429,0.471428571,686
1,"F","Y",14,771.4222,780.4891,1.01175348596398,80,16,"C","zFD",0.417227456,0.390309556,934
1,"F","Y",14,771.4222,780.4891,1.01175348596398,40,16,"C","zEFD",0.417227456,0.390309556,1081
1,"F","Y",14,771.4222,780.4891,1.01175348596398,55,5,"T","ND",0.294520548,0.294520548,873
1,"F","Y",14,771.4222,780.4891,1.01175348596398,19,7,"C","zEFD",0.360759494,0.360759494,1532
1,"F","Y",14,771.4222,780.4891,1.01175348596398,70,10,"T","zEFD",0.232018561,0.232018561,1028
1,"F","Y",14,771.4222,780.4891,1.01175348596398,135,5,"C","ND",0.294520548,0.294520548,1150
1,"F","Y",14,771.4222,780.4891,1.01175348596398,155,5,"T","zFD",0.294520548,0.294520548,872
1,"F","Y",14,771.4222,780.4891,1.01175348596398,85,17,"C","zED",0.341517857,0.424107143,829
1,"F","Y",14,771.4222,780.4891,1.01175348596398,34,1,"C","zFD",0.242682927,0.280487805,1013
1,"F","Y",14,771.4222,780.4891,1.01175348596398,53,6,"T","ND",0.425,0.425,1157
1,"F","Y",14,771.4222,780.4891,1.01175348596398,74,1,"C","zED",0.242682927,0.280487805,1154
1,"F","Y",14,771.4222,780.4891,1.01175348596398,94,1,"T","zEFD",0.242682927,0.280487805,1077
1,"F","Y",14,771.4222,780.4891,1.01175348596398,43,18,"T","ND",0.56969697,0.454545455,1100
1,"F","Y",14,771.4222,780.4891,1.01175348596398,63,18,"T","zEFD",0.56969697,0.454545455,1116
1,"F","Y",14,771.4222,780.4891,1.01175348596398,16,2,"C","ND",0.380519481,0.337662338,1164
1,"F","Y",14,771.4222,780.4891,1.01175348596398,153,6,"T","zFD",0.425,0.425,1164
1,"F","Y",14,771.4222,780.4891,1.01175348596398,48,20,"T","zFD",0.473684211,0.486215539,1106
1,"F","Y",14,771.4222,780.4891,1.01175348596398,39,7,"C","zED",0.360759494,0.360759494,1007
1,"F","Y",14,771.4222,780.4891,1.01175348596398,88,20,"T","ND",0.473684211,0.486215539,1118
1,"F","Y",14,771.4222,780.4891,1.01175348596398,99,7,"T","zEFD",0.360759494,0.360759494,1174
1,"F","Y",14,771.4222,780.4891,1.01175348596398,116,2,"T","zED",0.380519481,0.337662338,979
1,"F","Y",14,771.4222,780.4891,1.01175348596398,136,2,"C","zEFD",0.380519481,0.337662338,1218
1,"F","Y",14,771.4222,780.4891,1.01175348596398,156,2,"T","zFD",0.380519481,0.337662338,986
1,"F","Y",14,771.4222,780.4891,1.01175348596398,21,3,"C","zEFD",0.282485876,0.300847458,1094
1,"F","Y",14,771.4222,780.4891,1.01175348596398,41,3,"C","ND",0.282485876,0.300847458,985
1,"F","Y",14,771.4222,780.4891,1.01175348596398,61,3,"T","zFD",0.282485876,0.300847458,1157
1,"F","Y",14,771.4222,780.4891,1.01175348596398,81,3,"C","zED",0.282485876,0.300847458,998
1,"F","Y",14,771.4222,780.4891,1.01175348596398,101,3,"T","zEFD",0.282485876,0.300847458,1142
1,"F","Y",14,771.4222,780.4891,1.01175348596398,28,20,"T","zEFD",0.473684211,0.486215539,1309
1,"F","Y",14,771.4222,780.4891,1.01175348596398,50,10,"C","ND",0.232018561,0.232018561,1145
1,"F","Y",14,771.4222,780.4891,1.01175348596398,68,20,"C","zED",0.473684211,0.486215539,1175
1,"F","Y",14,771.4222,780.4891,1.01175348596398,118,12,"T","zEFD",0.636363636,0.515970516,913
1,"F","Y",14,771.4222,780.4891,1.01175348596398,108,20,"C","zEFD",0.473684211,0.486215539,1221
1,"F","Y",14,771.4222,780.4891,1.01175348596398,122,4,"C","zED",0.307228916,0.303614458,929
1,"F","Y",14,771.4222,780.4891,1.01175348596398,72,9,"T","zED",0.431034483,0.320689655,928
1,"F","Y",14,771.4222,780.4891,1.01175348596398,162,4,"C","zEFD",0.307228916,0.303614458,974
1,"F","Y",14,771.4222,780.4891,1.01175348596398,102,4,"T","zFD",0.307228916,0.303614458,1039
1,"F","Y",14,771.4222,780.4891,1.01175348596398,49,15,"T","ND",0.478571429,0.471428571,1015
1,"F","Y",14,771.4222,780.4891,1.01175348596398,15,5,"T","zEFD",0.294520548,0.294520548,973
1,"F","Y",14,771.4222,780.4891,1.01175348596398,35,5,"C","zED",0.294520548,0.294520548,905
1,"F","Y",14,771.4222,780.4891,1.01175348596398,129,15,"C","ND",0.478571429,0.471428571,661
1,"F","Y",14,771.4222,780.4891,1.01175348596398,149,15,"T","zFD",0.478571429,0.471428571,1233
1,"F","Y",14,771.4222,780.4891,1.01175348596398,78,12,"C","zFD",0.636363636,0.515970516,1127
1,"F","Y",14,771.4222,780.4891,1.01175348596398,98,12,"T","zED",0.636363636,0.515970516,1236
1,"F","Y",14,771.4222,780.4891,1.01175348596398,141,3,"C","zFD",0.282485876,0.300847458,990
1,"F","Y",14,771.4222,780.4891,1.01175348596398,90,10,"C","zFD",0.232018561,0.232018561,994
1,"F","Y",14,771.4222,780.4891,1.01175348596398,110,10,"C","zED",0.232018561,0.232018561,929
1,"F","Y",14,771.4222,780.4891,1.01175348596398,13,6,"T","zED",0.425,0.425,1002
1,"F","Y",14,771.4222,780.4891,1.01175348596398,33,6,"T","zEFD",0.425,0.425,1006
1,"F","Y",14,771.4222,780.4891,1.01175348596398,131,11,"C","zED",0.462184874,0.476190476,1231
1,"F","Y",14,771.4222,780.4891,1.01175348596398,151,11,"T","zEFD",0.462184874,0.476190476,1269
1,"F","Y",14,771.4222,780.4891,1.01175348596398,73,6,"C","zFD",0.425,0.425,1070
1,"F","Y",14,771.4222,780.4891,1.01175348596398,114,1,"T","zFD",0.242682927,0.280487805,965
1,"F","Y",14,771.4222,780.4891,1.01175348596398,134,1,"C","ND",0.242682927,0.280487805,1048
1,"F","Y",14,771.4222,780.4891,1.01175348596398,154,1,"T","zED",0.242682927,0.280487805,1106
1,"F","Y",14,771.4222,780.4891,1.01175348596398,97,8,"T","zEFD",0.36039604,0.36039604,1134
1,"F","Y",14,771.4222,780.4891,1.01175348596398,121,3,"T","ND",0.282485876,0.300847458,953
1,"F","Y",14,771.4222,780.4891,1.01175348596398,117,8,"C","zED",0.36039604,0.36039604,1003
1,"F","Y",14,771.4222,780.4891,1.01175348596398,161,3,"T","zED",0.282485876,0.300847458,1180
1,"F","Y",14,771.4222,780.4891,1.01175348596398,22,4,"C","zFD",0.307228916,0.303614458,1224
1,"F","Y",14,771.4222,780.4891,1.01175348596398,7,13,"C","zEFD",0.529329609,0.488826816,1388
1,"F","Y",14,771.4222,780.4891,1.01175348596398,119,7,"T","zED",0.360759494,0.360759494,890
1,"F","Y",14,771.4222,780.4891,1.01175348596398,139,7,"T","zFD",0.360759494,0.360759494,839
1,"F","Y",14,771.4222,780.4891,1.01175348596398,159,7,"T","ND",0.360759494,0.360759494,1113
1,"F","Y",14,771.4222,780.4891,1.01175348596398,17,8,"C","zEFD",0.36039604,0.36039604,1348
1,"F","Y",14,771.4222,780.4891,1.01175348596398,37,8,"T","zED",0.36039604,0.36039604,1443
1,"F","Y",14,771.4222,780.4891,1.01175348596398,57,8,"T","ND",0.36039604,0.36039604,884
1,"F","Y",14,771.4222,780.4891,1.01175348596398,77,8,"C","zFD",0.36039604,0.36039604,1121
1,"F","Y",14,771.4222,780.4891,1.01175348596398,30,10,"T","zED",0.232018561,0.232018561,987
1,"F","Y",14,771.4222,780.4891,1.01175348596398,58,12,"C","ND",0.636363636,0.515970516,1146
1,"F","Y",14,771.4222,780.4891,1.01175348596398,146,14,"C","zFD",0.565749235,0.565749235,1077
1,"F","Y",14,771.4222,780.4891,1.01175348596398,137,8,"C","ND",0.36039604,0.36039604,1244
1,"F","Y",14,771.4222,780.4891,1.01175348596398,157,8,"T","zFD",0.36039604,0.36039604,945
1,"F","Y",14,771.4222,780.4891,1.01175348596398,42,4,"T","zED",0.307228916,0.303614458,1143
1,"F","Y",14,771.4222,780.4891,1.01175348596398,69,15,"C","zFD",0.478571429,0.471428571,932
1,"F","Y",14,771.4222,780.4891,1.01175348596398,82,4,"T","zEFD",0.307228916,0.303614458,1069
1,"F","Y",14,771.4222,780.4891,1.01175348596398,29,15,"T","zED",0.478571429,0.471428571,1236
1,"F","Y",14,771.4222,780.4891,1.01175348596398,112,9,"T","zFD",0.431034483,0.320689655,987
1,"F","Y",14,771.4222,780.4891,1.01175348596398,6,14,"T","ND",0.565749235,0.565749235,1086
1,"F","Y",14,771.4222,780.4891,1.01175348596398,89,15,"T","zEFD",0.478571429,0.471428571,1226
1,"F","Y",14,771.4222,780.4891,1.01175348596398,10,10,"T","zFD",0.232018561,0.232018561,1053
1,"F","Y",14,771.4222,780.4891,1.01175348596398,133,6,"C","ND",0.425,0.425,934
1,"F","Y",14,771.4222,780.4891,1.01175348596398,12,9,"T","ND",0.431034483,0.320689655,940
1,"F","Y",14,771.4222,780.4891,1.01175348596398,32,9,"C","zFD",0.431034483,0.320689655,940
1,"F","Y",14,771.4222,780.4891,1.01175348596398,26,14,"T","zED",0.565749235,0.565749235,1135
1,"F","Y",14,771.4222,780.4891,1.01175348596398,46,14,"T","zEFD",0.565749235,0.565749235,1163
1,"F","Y",14,771.4222,780.4891,1.01175348596398,71,11,"C","zEFD",0.462184874,0.476190476,889
1,"F","Y",14,771.4222,780.4891,1.01175348596398,18,12,"C","zED",0.636363636,0.515970516,1151
1,"F","Y",14,771.4222,780.4891,1.01175348596398,111,11,"T","zFD",0.462184874,0.476190476,1355
1,"F","Y",14,771.4222,780.4891,1.01175348596398,51,11,"T","zED",0.462184874,0.476190476,1135
1,"F","Y",14,771.4222,780.4891,1.01175348596398,147,13,"C","zFD",0.529329609,0.488826816,1228
1,"F","Y",14,771.4222,780.4891,1.01175348596398,38,12,"C","zEFD",0.636363636,0.515970516,1009
1,"F","Y",14,771.4222,780.4891,1.01175348596398,93,6,"C","zED",0.425,0.425,975
1,"F","Y",14,771.4222,780.4891,1.01175348596398,113,6,"C","zEFD",0.425,0.425,892
1,"F","Y",14,771.4222,780.4891,1.01175348596398,47,13,"T","ND",0.529329609,0.488826816,983
1,"F","Y",14,771.4222,780.4891,1.01175348596398,66,14,"T","zFD",0.565749235,0.565749235,1000
1,"F","Y",14,771.4222,780.4891,1.01175348596398,86,14,"C","ND",0.565749235,0.565749235,948
1,"F","Y",14,771.4222,780.4891,1.01175348596398,27,13,"T","zED",0.529329609,0.488826816,1224
1,"F","Y",14,771.4222,780.4891,1.01175348596398,127,13,"C","ND",0.529329609,0.488826816,1205
1,"F","Y",14,771.4222,780.4891,1.01175348596398,67,13,"T","zFD",0.529329609,0.488826816,1076
1,"F","Y",14,771.4222,780.4891,1.01175348596398,87,13,"T","zEFD",0.529329609,0.488826816,924
1,"F","Y",14,771.4222,780.4891,1.01175348596398,107,13,"C","zED",0.529329609,0.488826816,1098
1,"F","Y",14,771.4222,780.4891,1.01175348596398,52,9,"C","zEFD",0.431034483,0.320689655,1122
1,"F","Y",14,771.4222,780.4891,1.01175348596398,130,10,"T","ND",0.232018561,0.232018561,1171
1,"F","Y",14,771.4222,780.4891,1.01175348596398,92,9,"C","ND",0.431034483,0.320689655,990
1,"F","Y",14,771.4222,780.4891,1.01175348596398,11,11,"T","ND",0.462184874,0.476190476,1272
1,"F","Y",14,771.4222,780.4891,1.01175348596398,132,9,"T","zEFD",0.431034483,0.320689655,838
1,"F","Y",14,771.4222,780.4891,1.01175348596398,152,9,"C","zED",0.431034483,0.320689655,1222
1,"F","Y",14,771.4222,780.4891,1.01175348596398,126,14,"C","zEFD",0.565749235,0.565749235,1052
1,"F","Y",14,771.4222,780.4891,1.01175348596398,150,10,"C","zEFD",0.232018561,0.232018561,1091
1,"F","Y",14,771.4222,780.4891,1.01175348596398,9,15,"C","zEFD",0.478571429,0.471428571,1104
1,"F","Y",14,771.4222,780.4891,1.01175348596398,106,14,"C","zED",0.565749235,0.565749235,1042
1,"F","Y",14,771.4222,780.4891,1.01175348596398,31,11,"C","zFD",0.462184874,0.476190476,953
1,"F","Y",14,771.4222,780.4891,1.01175348596398,91,11,"C","ND",0.462184874,0.476190476,902
4,"F","Y",13,655.1075,634.9894,0.969290383639327,128,3,"C","zFD",0.282485876,0.300847458,519
4,"F","Y",13,655.1075,634.9894,0.969290383639327,60,15,"C","zED",0.478571429,0.471428571,846
4,"F","Y",13,655.1075,634.9894,0.969290383639327,156,1,"T","ND",0.242682927,0.280487805,331
4,"F","Y",13,655.1075,634.9894,0.969290383639327,20,15,"C","zEFD",0.478571429,0.471428571,587
4,"F","Y",13,655.1075,634.9894,0.969290383639327,148,3,"T","zED",0.282485876,0.300847458,535
4,"F","Y",13,655.1075,634.9894,0.969290383639327,134,13,"C","zFD",0.529329609,0.488826816,628
4,"F","Y",13,655.1075,634.9894,0.969290383639327,34,13,"C","ND",0.529329609,0.488826816,755
4,"F","Y",13,655.1075,634.9894,0.969290383639327,154,13,"C","zEFD",0.529329609,0.488826816,598
4,"F","Y",13,655.1075,634.9894,0.969290383639327,19,2,"C","zEFD",0.380519481,0.337662338,469
4,"F","Y",13,655.1075,634.9894,0.969290383639327,114,13,"T","ND",0.529329609,0.488826816,720
4,"F","Y",13,655.1075,634.9894,0.969290383639327,59,2,"T","zED",0.380519481,0.337662338,319
4,"F","Y",13,655.1075,634.9894,0.969290383639327,74,13,"T","zEFD",0.529329609,0.488826816,765
4,"F","Y",13,655.1075,634.9894,0.969290383639327,54,13,"T","zFD",0.529329609,0.488826816,719
4,"F","Y",13,655.1075,634.9894,0.969290383639327,39,2,"T","ND",0.380519481,0.337662338,761
4,"F","Y",13,655.1075,634.9894,0.969290383639327,72,12,"C","zED",0.636363636,0.515970516,286
4,"F","Y",13,655.1075,634.9894,0.969290383639327,51,9,"C","ND",0.431034483,0.320689655,622
4,"F","Y",13,655.1075,634.9894,0.969290383639327,6,4,"C","ND",0.307228916,0.303614458,513
4,"F","Y",13,655.1075,634.9894,0.969290383639327,40,15,"T","zFD",0.478571429,0.471428571,1267
4,"F","Y",13,655.1075,634.9894,0.969290383639327,31,9,"T","zEFD",0.431034483,0.320689655,678
4,"F","Y",13,655.1075,634.9894,0.969290383639327,102,14,"T","zED",0.565749235,0.565749235,680
4,"F","Y",13,655.1075,634.9894,0.969290383639327,152,12,"T","zED",0.636363636,0.515970516,373
4,"F","Y",13,655.1075,634.9894,0.969290383639327,162,14,"T","zEFD",0.565749235,0.565749235,629
4,"F","Y",13,655.1075,634.9894,0.969290383639327,101,17,"C","zEFD",0.341517857,0.424107143,766
4,"F","Y",13,655.1075,634.9894,0.969290383639327,121,17,"C","zFD",0.341517857,0.424107143,573
4,"F","Y",13,655.1075,634.9894,0.969290383639327,141,17,"T","zED",0.341517857,0.424107143,743
4,"F","Y",13,655.1075,634.9894,0.969290383639327,161,17,"T","ND",0.341517857,0.424107143,553
4,"F","Y",13,655.1075,634.9894,0.969290383639327,79,2,"C","zFD",0.380519481,0.337662338,521
4,"F","Y",13,655.1075,634.9894,0.969290383639327,21,17,"T","zEFD",0.341517857,0.424107143,1421
4,"F","Y",13,655.1075,634.9894,0.969290383639327,80,15,"T","ND",0.478571429,0.471428571,901
4,"F","Y",13,655.1075,634.9894,0.969290383639327,36,1,"T","zFD",0.242682927,0.280487805,352
4,"F","Y",13,655.1075,634.9894,0.969290383639327,120,15,"C","zFD",0.478571429,0.471428571,751
4,"F","Y",13,655.1075,634.9894,0.969290383639327,82,14,"C","zEFD",0.565749235,0.565749235,214
4,"F","Y",13,655.1075,634.9894,0.969290383639327,160,15,"C","ND",0.478571429,0.471428571,340
4,"F","Y",13,655.1075,634.9894,0.969290383639327,24,16,"T","ND",0.417227456,0.390309556,442
4,"F","Y",13,655.1075,634.9894,0.969290383639327,44,16,"C","zFD",0.417227456,0.390309556,839
4,"F","Y",13,655.1075,634.9894,0.969290383639327,143,19,"C","ND",0.470512821,0.497435897,322
4,"F","Y",13,655.1075,634.9894,0.969290383639327,15,20,"T","zFD",0.473684211,0.486215539,1058
4,"F","Y",13,655.1075,634.9894,0.969290383639327,35,20,"T","ND",0.473684211,0.486215539,857
4,"F","Y",13,655.1075,634.9894,0.969290383639327,55,20,"C","zED",0.473684211,0.486215539,909
4,"F","Y",13,655.1075,634.9894,0.969290383639327,75,20,"C","zEFD",0.473684211,0.486215539,850
4,"F","Y",13,655.1075,634.9894,0.969290383639327,95,20,"C","zFD",0.473684211,0.486215539,810
4,"F","Y",13,655.1075,634.9894,0.969290383639327,29,6,"C","ND",0.425,0.425,441
4,"F","Y",13,655.1075,634.9894,0.969290383639327,100,15,"T","zEFD",0.478571429,0.471428571,432
4,"F","Y",13,655.1075,634.9894,0.969290383639327,16,1,"C","zEFD",0.242682927,0.280487805,1005
4,"F","Y",13,655.1075,634.9894,0.969290383639327,140,15,"T","zED",0.478571429,0.471428571,870
4,"F","Y",13,655.1075,634.9894,0.969290383639327,56,1,"C","zED",0.242682927,0.280487805,1849
4,"F","Y",13,655.1075,634.9894,0.969290383639327,61,17,"C","zED",0.341517857,0.424107143,603
4,"F","Y",13,655.1075,634.9894,0.969290383639327,81,17,"C","ND",0.341517857,0.424107143,734
4,"F","Y",13,655.1075,634.9894,0.969290383639327,14,13,"C","zED",0.529329609,0.488826816,1264
4,"F","Y",13,655.1075,634.9894,0.969290383639327,149,6,"C","zFD",0.425,0.425,389
4,"F","Y",13,655.1075,634.9894,0.969290383639327,116,1,"C","zFD",0.242682927,0.280487805,784
4,"F","Y",13,655.1075,634.9894,0.969290383639327,136,1,"T","zED",0.242682927,0.280487805,611
4,"F","Y",13,655.1075,634.9894,0.969290383639327,33,7,"T","ND",0.360759494,0.360759494,350
4,"F","Y",13,655.1075,634.9894,0.969290383639327,27,18,"C","zFD",0.56969697,0.454545455,573
4,"F","Y",13,655.1075,634.9894,0.969290383639327,99,2,"T","zEFD",0.380519481,0.337662338,342
4,"F","Y",13,655.1075,634.9894,0.969290383639327,22,14,"C","zED",0.565749235,0.565749235,1104
4,"F","Y",13,655.1075,634.9894,0.969290383639327,42,14,"C","ND",0.565749235,0.565749235,243
4,"F","Y",13,655.1075,634.9894,0.969290383639327,157,11,"C","zEFD",0.462184874,0.476190476,246
4,"F","Y",13,655.1075,634.9894,0.969290383639327,147,18,"T","zEFD",0.56969697,0.454545455,330
4,"F","Y",13,655.1075,634.9894,0.969290383639327,83,19,"C","zED",0.470512821,0.497435897,546
4,"F","Y",13,655.1075,634.9894,0.969290383639327,122,14,"T","ND",0.565749235,0.565749235,501
4,"F","Y",13,655.1075,634.9894,0.969290383639327,142,14,"C","zFD",0.565749235,0.565749235,400
4,"F","Y",13,655.1075,634.9894,0.969290383639327,130,8,"C","zEFD",0.36039604,0.36039604,637
4,"F","Y",13,655.1075,634.9894,0.969290383639327,150,8,"C","ND",0.36039604,0.36039604,557
4,"F","Y",13,655.1075,634.9894,0.969290383639327,11,9,"C","zED",0.431034483,0.320689655,750
4,"F","Y",13,655.1075,634.9894,0.969290383639327,88,3,"T","zEFD",0.282485876,0.300847458,266
4,"F","Y",13,655.1075,634.9894,0.969290383639327,108,3,"T","ND",0.282485876,0.300847458,696
4,"F","Y",13,655.1075,634.9894,0.969290383639327,71,9,"C","zFD",0.431034483,0.320689655,492
4,"F","Y",13,655.1075,634.9894,0.969290383639327,26,4,"T","zFD",0.307228916,0.303614458,937
4,"F","Y",13,655.1075,634.9894,0.969290383639327,46,4,"T","zED",0.307228916,0.303614458,855
4,"F","Y",13,655.1075,634.9894,0.969290383639327,66,4,"T","zEFD",0.307228916,0.303614458,556
4,"F","Y",13,655.1075,634.9894,0.969290383639327,86,4,"T","ND",0.307228916,0.303614458,722
4,"F","Y",13,655.1075,634.9894,0.969290383639327,106,4,"C","zFD",0.307228916,0.303614458,540
4,"F","Y",13,655.1075,634.9894,0.969290383639327,126,4,"C","zED",0.307228916,0.303614458,630
4,"F","Y",13,655.1075,634.9894,0.969290383639327,146,4,"C","zEFD",0.307228916,0.303614458,251
4,"F","Y",13,655.1075,634.9894,0.969290383639327,5,5,"T","zEFD",0.294520548,0.294520548,665
4,"F","Y",13,655.1075,634.9894,0.969290383639327,64,16,"T","zEFD",0.417227456,0.390309556,1095
4,"F","Y",13,655.1075,634.9894,0.969290383639327,84,16,"T","zED",0.417227456,0.390309556,667
4,"F","Y",13,655.1075,634.9894,0.969290383639327,104,16,"C","ND",0.417227456,0.390309556,826
4,"F","Y",13,655.1075,634.9894,0.969290383639327,124,16,"T","zFD",0.417227456,0.390309556,668
4,"F","Y",13,655.1075,634.9894,0.969290383639327,144,16,"C","zEFD",0.417227456,0.390309556,751
4,"F","Y",13,655.1075,634.9894,0.969290383639327,97,11,"C","zED",0.462184874,0.476190476,749
4,"F","Y",13,655.1075,634.9894,0.969290383639327,41,17,"T","zFD",0.341517857,0.424107143,893
4,"F","Y",13,655.1075,634.9894,0.969290383639327,137,11,"C","zFD",0.462184874,0.476190476,814
4,"F","Y",13,655.1075,634.9894,0.969290383639327,49,6,"T","zED",0.425,0.425,594
4,"F","Y",13,655.1075,634.9894,0.969290383639327,12,12,"T","zFD",0.636363636,0.515970516,534
4,"F","Y",13,655.1075,634.9894,0.969290383639327,32,12,"C","zEFD",0.636363636,0.515970516,1048
4,"F","Y",13,655.1075,634.9894,0.969290383639327,52,12,"C","ND",0.636363636,0.515970516,473
4,"F","Y",13,655.1075,634.9894,0.969290383639327,96,1,"T","zEFD",0.242682927,0.280487805,555
4,"F","Y",13,655.1075,634.9894,0.969290383639327,28,3,"C","ND",0.282485876,0.300847458,457
4,"F","Y",13,655.1075,634.9894,0.969290383639327,48,3,"T","zFD",0.282485876,0.300847458,985
4,"F","Y",13,655.1075,634.9894,0.969290383639327,13,7,"C","zEFD",0.360759494,0.360759494,2673
4,"F","Y",13,655.1075,634.9894,0.969290383639327,65,5,"C","zFD",0.294520548,0.294520548,517
4,"F","Y",13,655.1075,634.9894,0.969290383639327,53,7,"T","zED",0.360759494,0.360759494,442
4,"F","Y",13,655.1075,634.9894,0.969290383639327,47,18,"C","ND",0.56969697,0.454545455,423
4,"F","Y",13,655.1075,634.9894,0.969290383639327,119,2,"C","ND",0.380519481,0.337662338,621
4,"F","Y",13,655.1075,634.9894,0.969290383639327,139,2,"C","zED",0.380519481,0.337662338,596
4,"F","Y",13,655.1075,634.9894,0.969290383639327,62,14,"T","zFD",0.565749235,0.565749235,1056
4,"F","Y",13,655.1075,634.9894,0.969290383639327,30,8,"T","zFD",0.36039604,0.36039604,4063
4,"F","Y",13,655.1075,634.9894,0.969290383639327,50,8,"T","zEFD",0.36039604,0.36039604,1343
4,"F","Y",13,655.1075,634.9894,0.969290383639327,103,19,"C","zFD",0.470512821,0.497435897,456
