"Participant","Group_L1","Group_Age","WASI.Vocab.Scaled.Score","L1RTMean_Liv_NonLiv","L2RTMean_Liv_NonLiv","RT_Ratio_En_Fr_Liv_NonLiv","TRIAL_LABEL","set","word_heard","displayR","prop_phondiv_T_ED","Target.prop","Eng_Comp.prop","Fr_Comp.prop"
1,"F","Y",14,771.4222,780.4891,1.01175348596398,24,19,"T","ND",0.470512821,0.89,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,76,2,"C","zFD",0.380519481,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,5,17,"T","zED",0.341517857,0.6575,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,20,16,"T","zED",0.417227456,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,45,17,"T","ND",0.341517857,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,125,17,"C","ND",0.341517857,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,160,16,"T","zFD",0.417227456,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,25,17,"C","zEFD",0.341517857,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,56,2,"T","zEFD",0.380519481,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,140,16,"T","ND",0.417227456,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,44,19,"T","zEFD",0.470512821,0.1875,0,0.375
1,"F","Y",14,771.4222,780.4891,1.01175348596398,163,18,"T","zED",0.56969697,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,65,17,"C","zFD",0.341517857,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,59,7,"C","zFD",0.360759494,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,105,17,"T","zEFD",0.341517857,0.985,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,64,19,"T","zED",0.470512821,0.8375,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,83,18,"C","zED",0.56969697,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,142,4,"C","ND",0.307228916,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,120,16,"T","zEFD",0.417227456,0.5625,0.4375,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,100,16,"C","zED",0.417227456,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,60,16,"C","ND",0.417227456,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,75,5,"C","zFD",0.294520548,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,95,5,"C","zEFD",0.294520548,0.16,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,115,5,"T","zED",0.294520548,0.89,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,14,1,"C","zEFD",0.242682927,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,96,2,"T","ND",0.380519481,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,84,19,"C","zFD",0.470512821,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,104,19,"C","ND",0.470512821,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,54,1,"T","ND",0.242682927,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,145,17,"T","zFD",0.341517857,0.7025,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,23,18,"T","zFD",0.56969697,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,103,18,"C","zFD",0.56969697,0.43,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,123,18,"C","ND",0.56969697,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,143,18,"C","zEFD",0.56969697,0,0,0.4925
1,"F","Y",14,771.4222,780.4891,1.01175348596398,36,2,"C","zED",0.380519481,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,138,12,"T","ND",0.636363636,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,158,12,"T","zFD",0.636363636,0.8325,0,0.0175
1,"F","Y",14,771.4222,780.4891,1.01175348596398,79,7,"C","ND",0.360759494,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,128,20,"C","zFD",0.473684211,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,148,20,"T","zED",0.473684211,0.6,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,62,4,"T","ND",0.307228916,0.33,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,124,19,"C","zEFD",0.470512821,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,144,19,"C","zED",0.470512821,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,164,19,"T","zFD",0.470512821,0.2575,0,0.555
1,"F","Y",14,771.4222,780.4891,1.01175348596398,8,20,"C","ND",0.473684211,0.14,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,109,15,"C","zED",0.478571429,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,80,16,"C","zFD",0.417227456,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,40,16,"C","zEFD",0.417227456,0.2825,0.0075,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,55,5,"T","ND",0.294520548,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,19,7,"C","zEFD",0.360759494,0,0,1
1,"F","Y",14,771.4222,780.4891,1.01175348596398,70,10,"T","zEFD",0.232018561,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,135,5,"C","ND",0.294520548,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,155,5,"T","zFD",0.294520548,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,85,17,"C","zED",0.341517857,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,34,1,"C","zFD",0.242682927,0,0,0.025
1,"F","Y",14,771.4222,780.4891,1.01175348596398,53,6,"T","ND",0.425,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,74,1,"C","zED",0.242682927,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,94,1,"T","zEFD",0.242682927,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,43,18,"T","ND",0.56969697,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,63,18,"T","zEFD",0.56969697,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,16,2,"C","ND",0.380519481,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,153,6,"T","zFD",0.425,0.8575,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,48,20,"T","zFD",0.473684211,0.66,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,39,7,"C","zED",0.360759494,0.1375,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,88,20,"T","ND",0.473684211,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,99,7,"T","zEFD",0.360759494,0.955,0.045,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,116,2,"T","zED",0.380519481,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,136,2,"C","zEFD",0.380519481,0.285,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,156,2,"T","zFD",0.380519481,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,21,3,"C","zEFD",0.282485876,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,41,3,"C","ND",0.282485876,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,61,3,"T","zFD",0.282485876,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,81,3,"C","zED",0.282485876,0.23,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,101,3,"T","zEFD",0.282485876,0.6475,0.3425,0.01
1,"F","Y",14,771.4222,780.4891,1.01175348596398,28,20,"T","zEFD",0.473684211,0.5375,0.4625,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,50,10,"C","ND",0.232018561,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,68,20,"C","zED",0.473684211,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,118,12,"T","zEFD",0.636363636,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,108,20,"C","zEFD",0.473684211,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,122,4,"C","zED",0.307228916,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,72,9,"T","zED",0.431034483,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,162,4,"C","zEFD",0.307228916,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,102,4,"T","zFD",0.307228916,0.9625,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,49,15,"T","ND",0.478571429,0.8525,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,15,5,"T","zEFD",0.294520548,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,35,5,"C","zED",0.294520548,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,129,15,"C","ND",0.478571429,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,149,15,"T","zFD",0.478571429,0.965,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,78,12,"C","zFD",0.636363636,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,98,12,"T","zED",0.636363636,0.445,0.555,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,141,3,"C","zFD",0.282485876,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,90,10,"C","zFD",0.232018561,0,0,0.235
1,"F","Y",14,771.4222,780.4891,1.01175348596398,110,10,"C","zED",0.232018561,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,13,6,"T","zED",0.425,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,33,6,"T","zEFD",0.425,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,131,11,"C","zED",0.462184874,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,151,11,"T","zEFD",0.462184874,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,73,6,"C","zFD",0.425,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,114,1,"T","zFD",0.242682927,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,134,1,"C","ND",0.242682927,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,154,1,"T","zED",0.242682927,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,97,8,"T","zEFD",0.36039604,0.65,0,0.35
1,"F","Y",14,771.4222,780.4891,1.01175348596398,121,3,"T","ND",0.282485876,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,117,8,"C","zED",0.36039604,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,161,3,"T","zED",0.282485876,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,22,4,"C","zFD",0.307228916,0,0,0.155
1,"F","Y",14,771.4222,780.4891,1.01175348596398,7,13,"C","zEFD",0.529329609,0.6375,0.0925,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,119,7,"T","zED",0.360759494,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,139,7,"T","zFD",0.360759494,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,159,7,"T","ND",0.360759494,0.875,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,17,8,"C","zEFD",0.36039604,0,0,0.005
1,"F","Y",14,771.4222,780.4891,1.01175348596398,37,8,"T","zED",0.36039604,0.68,0.32,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,57,8,"T","ND",0.36039604,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,77,8,"C","zFD",0.36039604,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,30,10,"T","zED",0.232018561,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,58,12,"C","ND",0.636363636,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,146,14,"C","zFD",0.565749235,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,137,8,"C","ND",0.36039604,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,157,8,"T","zFD",0.36039604,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,42,4,"T","zED",0.307228916,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,69,15,"C","zFD",0.478571429,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,82,4,"T","zEFD",0.307228916,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,29,15,"T","zED",0.478571429,0.725,0.275,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,112,9,"T","zFD",0.431034483,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,6,14,"T","ND",0.565749235,0.6275,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,89,15,"T","zEFD",0.478571429,0.3675,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,10,10,"T","zFD",0.232018561,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,133,6,"C","ND",0.425,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,12,9,"T","ND",0.431034483,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,32,9,"C","zFD",0.431034483,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,26,14,"T","zED",0.565749235,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,46,14,"T","zEFD",0.565749235,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,71,11,"C","zEFD",0.462184874,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,18,12,"C","zED",0.636363636,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,111,11,"T","zFD",0.462184874,0.0675,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,51,11,"T","zED",0.462184874,0.7675,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,147,13,"C","zFD",0.529329609,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,38,12,"C","zEFD",0.636363636,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,93,6,"C","zED",0.425,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,113,6,"C","zEFD",0.425,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,47,13,"T","ND",0.529329609,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,66,14,"T","zFD",0.565749235,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,86,14,"C","ND",0.565749235,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,27,13,"T","zED",0.529329609,0.2775,0.335,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,127,13,"C","ND",0.529329609,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,67,13,"T","zFD",0.529329609,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,87,13,"T","zEFD",0.529329609,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,107,13,"C","zED",0.529329609,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,52,9,"C","zEFD",0.431034483,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,130,10,"T","ND",0.232018561,0.5175,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,92,9,"C","ND",0.431034483,0.2025,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,11,11,"T","ND",0.462184874,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,132,9,"T","zEFD",0.431034483,1,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,152,9,"C","zED",0.431034483,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,126,14,"C","zEFD",0.565749235,0.405,0.12,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,150,10,"C","zEFD",0.232018561,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,9,15,"C","zEFD",0.478571429,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,106,14,"C","zED",0.565749235,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,31,11,"C","zFD",0.462184874,0,0,0
1,"F","Y",14,771.4222,780.4891,1.01175348596398,91,11,"C","ND",0.462184874,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,128,3,"C","zFD",0.282485876,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,60,15,"C","zED",0.478571429,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,156,1,"T","ND",0.242682927,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,20,15,"C","zEFD",0.478571429,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,148,3,"T","zED",0.282485876,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,134,13,"C","zFD",0.529329609,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,34,13,"C","ND",0.529329609,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,154,13,"C","zEFD",0.529329609,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,19,2,"C","zEFD",0.380519481,0,1,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,114,13,"T","ND",0.529329609,0.7925,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,59,2,"T","zED",0.380519481,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,74,13,"T","zEFD",0.529329609,0.77,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,54,13,"T","zFD",0.529329609,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,39,2,"T","ND",0.380519481,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,72,12,"C","zED",0.636363636,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,51,9,"C","ND",0.431034483,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,6,4,"C","ND",0.307228916,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,40,15,"T","zFD",0.478571429,0.6,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,31,9,"T","zEFD",0.431034483,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,102,14,"T","zED",0.565749235,0.82,0.18,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,152,12,"T","zED",0.636363636,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,162,14,"T","zEFD",0.565749235,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,101,17,"C","zEFD",0.341517857,0,0,0.125
4,"F","Y",13,655.1075,634.9894,0.969290383639327,121,17,"C","zFD",0.341517857,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,141,17,"T","zED",0.341517857,0.1875,0.8125,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,161,17,"T","ND",0.341517857,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,79,2,"C","zFD",0.380519481,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,21,17,"T","zEFD",0.341517857,0,0,0.6825
4,"F","Y",13,655.1075,634.9894,0.969290383639327,80,15,"T","ND",0.478571429,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,36,1,"T","zFD",0.242682927,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,120,15,"C","zFD",0.478571429,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,82,14,"C","zEFD",0.565749235,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,160,15,"C","ND",0.478571429,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,24,16,"T","ND",0.417227456,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,44,16,"C","zFD",0.417227456,0.485,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,143,19,"C","ND",0.470512821,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,15,20,"T","zFD",0.473684211,0.965,0,0.035
4,"F","Y",13,655.1075,634.9894,0.969290383639327,35,20,"T","ND",0.473684211,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,55,20,"C","zED",0.473684211,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,75,20,"C","zEFD",0.473684211,0,0,0.4375
4,"F","Y",13,655.1075,634.9894,0.969290383639327,95,20,"C","zFD",0.473684211,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,29,6,"C","ND",0.425,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,100,15,"T","zEFD",0.478571429,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,16,1,"C","zEFD",0.242682927,0,0,0.375
4,"F","Y",13,655.1075,634.9894,0.969290383639327,140,15,"T","zED",0.478571429,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,56,1,"C","zED",0.242682927,0,0.9325,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,61,17,"C","zED",0.341517857,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,81,17,"C","ND",0.341517857,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,14,13,"C","zED",0.529329609,0.565,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,149,6,"C","zFD",0.425,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,116,1,"C","zFD",0.242682927,0.0875,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,136,1,"T","zED",0.242682927,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,33,7,"T","ND",0.360759494,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,27,18,"C","zFD",0.56969697,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,99,2,"T","zEFD",0.380519481,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,22,14,"C","zED",0.565749235,0,0.17,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,42,14,"C","ND",0.565749235,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,157,11,"C","zEFD",0.462184874,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,147,18,"T","zEFD",0.56969697,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,83,19,"C","zED",0.470512821,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,122,14,"T","ND",0.565749235,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,142,14,"C","zFD",0.565749235,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,130,8,"C","zEFD",0.36039604,0.0425,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,150,8,"C","ND",0.36039604,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,11,9,"C","zED",0.431034483,0,0.0625,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,88,3,"T","zEFD",0.282485876,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,108,3,"T","ND",0.282485876,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,71,9,"C","zFD",0.431034483,0,0,1
4,"F","Y",13,655.1075,634.9894,0.969290383639327,26,4,"T","zFD",0.307228916,0.605,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,46,4,"T","zED",0.307228916,0.9825,0.0175,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,66,4,"T","zEFD",0.307228916,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,86,4,"T","ND",0.307228916,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,106,4,"C","zFD",0.307228916,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,126,4,"C","zED",0.307228916,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,146,4,"C","zEFD",0.307228916,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,5,5,"T","zEFD",0.294520548,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,64,16,"T","zEFD",0.417227456,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,84,16,"T","zED",0.417227456,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,104,16,"C","ND",0.417227456,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,124,16,"T","zFD",0.417227456,0.99,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,144,16,"C","zEFD",0.417227456,0,0,1
4,"F","Y",13,655.1075,634.9894,0.969290383639327,97,11,"C","zED",0.462184874,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,41,17,"T","zFD",0.341517857,0.825,0,0.175
4,"F","Y",13,655.1075,634.9894,0.969290383639327,137,11,"C","zFD",0.462184874,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,49,6,"T","zED",0.425,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,12,12,"T","zFD",0.636363636,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,32,12,"C","zEFD",0.636363636,0.3975,0,0.435
4,"F","Y",13,655.1075,634.9894,0.969290383639327,52,12,"C","ND",0.636363636,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,96,1,"T","zEFD",0.242682927,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,28,3,"C","ND",0.282485876,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,48,3,"T","zFD",0.282485876,0.595,0,0.0875
4,"F","Y",13,655.1075,634.9894,0.969290383639327,13,7,"C","zEFD",0.360759494,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,65,5,"C","zFD",0.294520548,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,53,7,"T","zED",0.360759494,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,47,18,"C","ND",0.56969697,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,119,2,"C","ND",0.380519481,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,139,2,"C","zED",0.380519481,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,62,14,"T","zFD",0.565749235,0.1125,0,0.38
4,"F","Y",13,655.1075,634.9894,0.969290383639327,30,8,"T","zFD",0.36039604,0,0,0.7325
4,"F","Y",13,655.1075,634.9894,0.969290383639327,50,8,"T","zEFD",0.36039604,0.6925,0.3075,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,103,19,"C","zFD",0.470512821,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,123,19,"C","zEFD",0.470512821,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,78,10,"C","ND",0.232018561,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,25,5,"T","zED",0.294520548,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,68,3,"C","zED",0.282485876,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,118,10,"T","zFD",0.232018561,1,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,85,5,"C","zEFD",0.294520548,0,0,0
4,"F","Y",13,655.1075,634.9894,0.969290383639327,105,5,"C","zED",0.294520548,0,0,0
